best phone in the range,i would recommend this phone over any other phone in this segment because its display is amazing deep even more black than some like z large high sunlight visibility even better than note contrast ratio is excellent design is worth its more premium than note and less slippery too they provide a case in the box better protection against screen wo shatter because used capacitive liquid between touch panel and display which provide more flexibility due to this there would be a sound when you press the display hardly and some capacitive liquid but its perfectly and one more thing due to use of capacitive liquid when display is on you would hear a very weak noise through speaker if you put your on its perfectly fine if it provide protection and the is smooth but i do like it so i launcher and with dark wallpaper it like panel performance is excellent i have never faced lag even in high end like N O V A score around k and single core score is at per with phone and in multicore is flagship grade performance i have they would release nougat in thats also plus point to note which still on and quite boring are quite punchy good bass and fair loudness better than note rear camera is really good in daylight even better than g and mi and obviously note in low light rear camera to focus so you have to keep your hand steady in order to get good photo front camera is absolutely a stunner in all lightening condition best in sub k range call quality is excellent it also and good signal strength all the time never faced signal drop issue strength is also good to my old phone fingerprint scanner on the back in latest update it by you can go back swipe and control center too thats good thing to have battery small but they have well i can easily get screen on time between thats really good screen on time and yes it also which the phone in when turned off and in when turned on which is excellent only i am facing is technology technology is basically outside phone in the it transmission is digital it converted via a digital to converter where you plug your and the provided in the box is not good as the which they are selling outside in which is quite high in my opinion but that does not mean you can not use your old ear you can use it but you wo get output as good as original
Lovely phone,Worth a buy
,Beauty of a phone
Excellent phone,This phone is very good I hope it had separate audio jack
M S Reddy,good product Nice service by
amazing product,are miracle and also low cost
Happy with the product,Everything thing is perfect Mobile
Good phone,Camera quality is not too good
Mobile phone,Very good mobile phone with offer on you for the big discount and
Best phone to buy,Best phone to buy coz the screen is is quite big and handy also The camera is good and quite good Battery life is also good so it the value for money
Excellent product and performance in this price,Running what the company as The or is a very heavily device It is a complete departure from stock Android and there is a fair bit of learning curve here for non savvy For a large part the interface been designed to promote s which t all that surprising given their and content provider legacy While the is pretty generic the is where the lie Yes the phone the style single level hierarchy All the lie on the itself are divided into This package comes free for the first year so avid content will be quite happy Performance The is powered by a Snapdragon processor which an excellent balance between performance and frugality A slightly better variant of the much Snapdragon the performance above its weight There s of RAM and while we re starting to see of RAM even in this category the amount of RAM certainly t detrimental to the performance The heavily skin does take bite out of the RAM but for the most part you never face a problem even when doing heavy on the We added some synthetic below to get a better idea of comparative performance against its Display The display on the is a inch p panel of hardware worked for the industry and this is certainly true in the display department as well The screen good contrast and the fall just short of level Further it is possible to tweak the saturation and warmth of the display so there is some leeway here towards making the screen perfect for you Camera The a rear camera with a f aperture The phone is also with Phase Detection Auto Focus for faster focus In practice this works well enough and unless the lighting were particularly inclement the phone to lock onto the subject very quickly Audio Playback Much been said about the missing the audio jack on the Yes this is a very forward looking move but then again it is a move towards a future that nobody for The audio jack is a standard for a reason it works universally across any kind of headphone or earphone irrespective of brand or price band Keeping that in mind the lack of the adapter becomes an annoyance more than just a curious omission There s also the fact that s Type C are pretty much the only readily available at the moment so that is an additional rupee expenditure on The phone does come with a Type C to audio adaptor in the box the as source the The first is the massive large inch Full display It density of per inch Next is the processor which is powered by a core Snapdragon which is a bit Another is that for it is coupled with of RAM For graphics it is powered with the latest Mali T which is one of the best around The operating system is with the latest version of Android which is a The camera been to for the primary camera and for the secondary camera Next is that the primary camera can record is slow motion Next is the fingerprint sensor which is very quick in Another is that it a Type C reversible connector It cable for it to pen and memory Another or is the wide array of that is fitted onto the It Gravity sensor Three axis gyroscope Electronic compass Light sensor Proximity sensor and Hall sensor It a navigational touch buttons It technology It is a feature that making voice over Another is the fast battery charging technology The internal memory is of The entire body is made out of metal which very premium in the It infrared sensor for wireless control of and The first or is the absence of a card or memory card slot Second or is that there is no headphone jack I mean you will have to spend on a Type C headphone I wonder what would cost them to make a normal Third or is the heating issue under normal gaming Conclusion I think it is excellent product in all so buy it now
,Value for money
everyone very happy,After lots of phone in reasonable and many I choose phone really really very happy with me phone Battery configuration are superb Hope all people like it those who
Best Product,Low price and more
Best phone at this budget,is almost similar to mi note Only difference is it have higher speed type c earphone In battery compression mi note is better option but battery is not that bad it can run for whole day easily
Good Product,It s great product
Good phone,Great for the price
,Good product charger too fast about an hour Camera weak Delivery of on date
Very slow charging,Battery charging very slow it take more than hour to full battery charge and not sent on ID that is unhappiness
,Five star rating from my end
Good phone,Good option
is best,This phone wise very grate phone by j this really grate phone
Awesome awesome mobile phone,I just used it and it truly me happy Thanks Thanks for such a great deal
Great service by and very good phone by,I the order for this phone around midnight of th and I received the phone on early morning It was really quick and I am very happy with the service Courier boy the parcel in front of me to ensure that I receive the parcel without any damage The phone is also very good Camera is very impressive and is also very user friendly Phone very fast and battery long last for entire day with full usage G hour of calling and of video Processor is also very impressive no logging at all Overall very good phone at a very reasonable price Anyone looking for a mid range phone can go for it
Fine Phone,Better than note
Sound is not good,Make focus on sound quality
Simply better than note,Phone does better in every area as keeping in the mind the price of it It even beat note expect battery performance and its is also very impressive around and performance is buttery smooth because of its Arm cortex A which is very much powerful In my opinion its the best phone under k And thank you for my before estimate date on my request Thanks a lot
Good Phone at this price still battery is not much good for G service,Product is good in of all however the supplier service is not good as Disappointed with the delivery
Better and faster then note,You get year of free which note not Con s no memory card slot usage is for a common man if you want more you can connect
Ultimate phone,Best phone in the market
Phone quality,Nice phone
Perfect phone with a perfect delivery,The product t disappoint me Everything works fine as I had
Best in price range,Best Product Flawless
Best Phone within this range,best premium look ever made butter smooth and everything is perfect
Latest tech and Value for money product,I don t need to reiterate all the Below are some of the that I like the most Gorilla glass band front camera No no camera and the great heating problem except for these I don t see anything bad about the phone Avoid the phone while charging to reduce the heating problem Overall its a very good phone and glad to have bought this
Best in class,Everything that you desire in your mobile phone is in the Camera is in low light but in flash it s awesome it s very light weight too Front camera is better than I Some heating is there during charging specially but never faced Over all its a great product
Awesome phone,Phone is working perfectly as of now
Great phone with great,The best spec phone in its category decided it after two research only bad thing is battery could have gone for then this would have been phone no lag na on use great feature is so so no heating issue much after day as of now Enjoy
Rose red colour,Fast delivery Truly Awesome Experience of snap deal unbox shopping Battery backup is good Display is superb Worth this Mobile
Highly Awesome product,I perfectly satisfied with and snap deal this days before than date
no h h,no H phone h
Phone hanging,Product Worse And to me yet
average product,i have used a lot of like lava blackberry i have never wrote a review of any phone but today i thought it is essential to write the phone is good on performance some in fingerprint scanner and the only one thing which me is battery drainage it from to in around hour i also have with quick charging so i want to compare the charging time but it does not last for even one day with very low usage it will last but with average usage it by around in the evening with usage one can easily notice that battery drainage i to in around of usage may be even less than that i will suggest everyone to please think on this part for product i also i at around and i have not used at all and it is in the morning which i woke up at around am BATTERY IS BIG ISSUE A PHONE CAN NOT WORK WITHOUT GOOD BATTERY I NEVER FACED THIS PROBLEM WITH ANY OF THE WHICH I HAD IN MY LIFE I also read the but i was thinking it will not be bad in this competitive market but it is bad THINK TWICE BEFORE SPENDING ON PRODUCT
Good product,I am satisfied with every But no sound is coming from one speaker
Good Mobile,Good Look Quality Display No heating and good battery backup
Power value for money phone,After a lot of research and feedback I this phone The finger print sensor is fast enough hardly to unlock is easy to understand Great full screen Even a p video on of a superior quality No heating yet However I am waiting for the hot to arrive to test if it up Great speaker Good clarity Loud and clear sound Awesome front camera The camera good in low light as well The rear camera is also good net storage is big enough so card is not Great battery back up easily for more than a day Used g music still the battery had at Dual g Handy and light weight phone with turbo charging though I don t use it until necessary Since I am a big time music fan I hate that the phone t have jack Instead one Type C to been provided which if lost should be bought again You cannot use the wired while the phone is on charging The speaker s position little awkward as while landscape mode the speaker will be in your of all Make sure the are absolutely dry while the phone in a landscape mode as touch the palm No space for card if both the are filled the card cannot be used Anyways is more than enough All in all a great budget phone just the headphone slot me off
Thank you,Really very nice phone and thank you snap deal for the on time delivery
the best mobile,is the best phone ever
Damn good very happy,Best buy at this price
Very good phone,Phone is good but I don t know how to get
Poor quality phone,This phone good only on portal but when you actually start it enthusiasm Picture quality is poor even after loaded with No receive with phone so you need to buy one Phone lot of time even after the phone on fast charge mode Phone up very quickly Too big a phone to carry Camera quality is awful
Not good not bad,Its camera quality is not very good like Its like And battery quality also not good
mob,I really like this product Its awesome Best performance in this price
really cool phone,Bought it in a hurry as my phone broke and I was the next day so t do much research I was pleasantly at the phone well made and all the usual and some higher end It works flawlessly though the fingerprint sensor works times No heating except during charge cycle and battery easily though I charge every night Though some buyer gave camera quality as a con I found it quite good especially in the highest resolution
MOBILE,THE MOBILE IS VERY GOOD TOUCH IS VERY GOOD COLOR IS AND SENSOR IS GOOD THE LOOK IS VERY ATTRACTIVE FULL PAISA PHONE GOOD AND BETTER THEN MI
Value for your Money,Very good phone for this price with double slot is the need for the hour I the piece The negative part is the size and weight is little more otherwise everything is fine I will recommend for a buy
It is Excellent,It is Excellent
Nice mobile,Display is good of size
Nice phone with an affordable budget,Build quality is good Camera is great No hanging and heating problem Sound quality is very nice Battery backup is average Battery performance is not the mark Decision overall nice phone with all great U can t find any mobile with this budget with such a great performance
Beauty and the Beast,So Cool with Excess of Specially and Battery Life is Awesome and Camera Can Be Somewhat More Good but Its Awesome and and Phone is Value For Money and Only Feature i is No Memory Card Slot and Front Flash otherwise Awesome phone Ever Used With No Slag
Nice mobile,Nice mobile in small price I brought it last two week ago performance Timely delivery by
Awesome product,The other name of trust is
Real Next Generation Phone,Got my It s just too awesome a phone Actual next generation phone Loving to learn that it got so many brilliant and I am amazed on how efficient fast and total life technological infusion it is Anyone would be happy to use this phone and give it as a gift Best phone at this price in the market I will say
Good product,Product is good and delivery well in time
good mobile very fast working and good,I like this product
Value for Money Deal,I had used several branded and this is the best deal I had in this price range
,Phone is V V good and on time delivery I love
Premium quality and delivery by,If I talk about phone quality it is like premium phone in budget amount Camera quality is just fabulous Build quality is awesome Display is also awesome In sort in this amount you will Not found better device than that If I talk about service I with service without of any extra shipping charge they product to very next day to me quality was premium They made my new year awesome Thanks
Excellent,Touch is very good
for Mobile,Good future
Value for money,Nice product with great buy and enjoy the experience
Good looking phone,Camera quality average battery backup good good in better price
Review of mobile,A very fine product from the store
Very Good Mobile Nice look and smooth work,is very good to look and smooth operation no issue light weight and High look finish the battery is one working day backup a camera is very good for daylight but night pic is so so
,Nice phone in budget camera does not show original colors
excellent mobile value for money,the mobile
Rear camera not good,poor quality camera No card slut low battery
Superb phone,The best phone in this price range camera go for it blindly battery last for but quick charge is awesome overall totally satisfied with the product thank to snap deal for quick delivery
Perfect,Excellent mobile in this range great good RAM and good battery size storage I like it
Class product in this range,High level product in this range very good in working battery is also good light weight amazing mobile love it
Awesome,This phone met most of my expectation Writing this review after it for more than days No heating while use only during charging as this one comes with quick charge No hanging until now Though battery out in a days time and if even t last longer than this one as self did test on both battery usage times and better
Beast for k,cam Best blaster do remote control All PERFECT
awesome phone,very nice touch with metal body every working very fine thanks
company is good company but less than,company CARD FACILITY MUST BE
Overall good but Short of some,Performance wise it is good product but some is missing At this price range it should have these like video calling gest mode So if you are to buy this phone for It s work with voice but video call not support even if you want to call through voice it s not possible Also I am not satisfied with my product t deliver by courier on first attempt I want to contact but they circulate me in and t call Fortunately i got my package next day with some effort with courier boy
,Wonder about the delivery and Si nice and better than any other e shoppe
a thrill device in,Very Good Camera Sound Quality is good Very charming appearance
Very very good,Very fast delivery and good product
Very good at low budget,give a complete package of in this phone Very stylish design body construction display is looking very good and speed of this mobile very fast due to snapdragon Camera quality of this mobile is much then the this range
nice phone but lot of,is just waste otherwise is good go are sound is appreciable but on the front it is
ulla,good in budget camera need to be
Perfect delivery,Delivery n product is excellent
Good phone in this category,Camera quality should be enhanced Otherwise phone is running nice
Best Phone,Best Phone in this Budget Phone is fast and had all in it Go ahead for this I already bought Thanks to Snap Deal And on Time
Poor piece,Poor piece
Average Camera,Camera is average It should have been better and more vibrant in this price range storage is very less but the other are just awesome it s lightning fast processor crisp display make it a very good phone and of course it s value for money
Very Good Phone,This phone is good performance and they never heat and nor lag
Quality with beauty,I was to buy note but at the last switch to this phone and my decision was not wrong as phone is perfectly awesome Good display good build quality and all the latest for today Tough competitor of note Except battery hybrid slot of note all other are plus in So buy this phone with full confidence
Good choice,Finally found good deal for awesome phone
Absolute stunner the title,The best device in this price segment One must choose this device for its best in class camera body design awesome grip light slim
Good Product,I received this product before the due date and i got it at the right time with maximum discount as to other i e The product is working very good Thanks to in making this year a memorable year Good job
Mobile,Super se mere
Very good service,Nice service
Fabulous phone,This is one of the best phone i ever use in this price display is full and camera is perfect overall this is best phone for me
Best Phon,Best Work happy with the seller service
and good price,delivery is very speed item condition is good
About service,Good product quality and delivery
Excellent Mobile from,Nice display and excellent mobile A worth buy
cool like,First of all If any body write a negative review then its sure that his luck is bad And then I am writing review All know that it s so no need to write But there are some good and bad in this phone This snapdragon which is expensive that s why in this price only this phone Which is amazing to this phone is first to give no headphone jack but don t in this box they give converter to jack It had which is very good to play video and have background It is when play like modern combat nova but it s maximum to c so not very much It s camera is very nice but not in night When u see this device it s like a full screen at width but it s wrong little bit small but good It s display is awesome which is you only when u touch them And it s design is too much impressive and strong it ram with snapdragon Which like a super phone company that this device charge at minute but it s charge at minute and then for it is really fast charge This is better against note This awesome speaker which perfect sound If your budget is k then go for it This is my honest opinion Then its depending on your mind And last please watch some on for better satisfaction Thank you
Battery Backup,Battery performance is too bad it t have hour backup even thought Battery
Head phone,Headphone de rhe h h se box k se h
Good phone,excellent Ram and camera working fine with stunning speed Elegant look and agronomic design simply admire you Buy this phone worth for your money and
,Nice product in this range
Nice camera but low battery life,Nice phone Superb camera quality Battery t good Nice display
VERY happy to buy this one,Excellent mobile nice design fantastic camera and all good
Good phone,Excellent phone with all new Satisfy with the service Quick delivery
mobile,Good quality product in time in safe
Awesome mob,Nice mobile in budget category
,Good phone with nice configuration in low budget very much
Nice lock fast good fingerprint and mast goods complete great and nice,U can belive nice
Got a good one as,Thanks for the service Phone works flawlessly and the is well done
Excellent Product Premium Look Value for Money,Fast service by the The mobile is very light weight The and are very Nice and easy I haven t found any Heat while the mobile and Phone charging is very fast Read and Front are superb You will not get any Headphone Only headphone converter will be available in the box You will get the product for value for money
Awesome product,This is the best mobile camera is awesome All are just perfect Best mobile
Nice value for money,It s been one week since I bought the phone and it is working absolutely fine No or Overall it s good phone
Awesome in the Price range,Have been this phone for a week now and very happy with the impulse decision made to buy this on seeing an offer price on Awesome battery Charge it to and it comes for over with average usage Neat and Easy to use Interface No unnecessary eating the intern al memory Solid Metal Body Easy to install Very convenient finger print sensor to unlock phone multiple finger to give access to family No Hanging in one week s usage Good picture quality for both front and back No memory Though this is something we know before we buy the phone at some stage we might need those extra of space Dull screen Difficult to add to the home screen
Perfect item,No problem this item
Awesome product,Fully satisfied worth every penny
Charming Just wow,I am in love with this phone
Aesthetically pleasing but very very bad camera,The phone is a stunner by The phone comes with a perfectly fitting transparent case as well This life easier so that one t have to search for good for the phone But the camera is worse than those primitive that came with first five back
I ordered in single but I have to collect it from different so please if,So please sent the item in single courier so it will be easy to pick
Value for Money,comes with full for all of user Easy to operate Camera quality in day time is brilliant Attractive Rose pink colour Fast due to RAM User interface is easy Battery life is little bit low Final Recommendation You should buy this phone if your budget is K
Satisfied phone,In this price this phone is nice
Best shopping,Awesome service quality good On time delivery
Flagship Killer,is more powerful than its predecessor Everything you need in a mobile phone comes in this powerful phone Camera quality is par excellence Battery life is decent but could be better considering the focus is shifting towards higher battery life amongst The is brilliant and it s soft on your Worth the price
Good product,But not as good as And my lay phone not working video call through g voice
Amazing phone in budget,The phone performance is amazing Never It type C port which charge the phone completely in faster than most of the The only drawback is customer service That s why one less star If you got any issue they may not be able to assist only local service are helpful
Great handset in this price,It is a nice and low budget mobile phone super fast touch screen and super fast charging also Camera quality is amazing I love this mobile phone Thank you
I like this mobile,This is very soft to touch easy to handle the Camara quality is when compare to other mobile in the market
Its a value of money mobile with lots of latest,Very fast charging with good backup is main feature of this phone as backup is main requirement of android phone interface is very good I m happy to buy this mobile after use if
phone review,This phone is too good and your delivery is before time
super,since days no
,is very excellent phone ever camera awesome display celebrity is very good Best phone ever
phone,Smart totally satisfied I this And I also recommend to all of u for this mobile phone Very smoothly to work this phone Looking also so smart than phone internal storage is enough for me very very good Quality I m soon happy
nice phone,It is a very nice phone camera is average but good at this price range t
Good phone within budget,Good phone within K are good inch nice display Good camera in day light color is looking really nice Only problem is it doesnt come with earphone
Defect in mobile,I have my Mobile on th and after for now days a small patch came on the screen
phone,Phone is working quite well m really happy Thank you
mobile,This phone tremendous display and long battery life Its useful for gaming and its look is fascinating
good product,good product value for money
Awesome product,This is simply awesome No heating no no good camera and simply an excellent battery backup with fast charging The design is just awesome and the build quality is excellent too Let s now divide the review into Display The display is just fantastic The p panel a lot The are excellent and the have good depth and also the white is as white The sunlight legibility is also good No problem in under direct sunlight The touch works well too Talking about performance I personally feel that no other phone could beat this beast It on Android out of the box With day to day usage it worked like butter very smooth Even when I did and like Asphalt Dead trigger Unskilled Nova and many more this beast handled those high end graphic well No With snapdragon and under the hood I got an of which is just awesome for the price segment Camera The rear camera is a shooter with f aperture The front cam is a shooter Talking about the rear cam the performance is above average but not the best taken come out quite well but when in lack some amount for detail Low light come out well but when in they lack detail Colour reproduction is good and it the correct out of times The only problem I is the issue It while taking macro and is slow also come out average not too good not too bad The front shooter is good for taking It good in well lit and artificial lighting but in low Lot of noise and grain is visible in low light come out good in well lit but again in low lit Fingerprint sensor This thing can get creepy at some times On maximum it works fine But there are few when this sensor my Fingerprint for about simultaneously which can get a little annoying Battery The Li Po battery good backup I get a SOT of about which is decent It could easily last over a day for a little heavy user But for very heavy user I mean continuous gaming for an hour and lots of media you have to charge it at the end of the day But in my opinion the batter backup is excellent No with that Fast Charging This phone really quick With the certified charger provided in the box it could charge from in about hour and So the charging is no issue Speaker There is just one mono speaker present at the bottom of the beside the type C port It is fairy loud and no distortion I am satisfied with the Connectivity Talking about connectivity I had no while switching over It out of the box I tested it with the and it worked well The cellular call quality is also excellent No problem at all Both the support g Final verdict This is awesome I personally believe that it s price to performance ratio is the best considering the other in the range
Best budget phone,is the best budget phone now a days i can say and display quality is beyond the
Best mobile and best,Snap deal is very best site for shopping Very fast delivery
GOOD PRODUCT,All over money for value phone but is high
Battery problem,Battery exhausted within hour time without any use
Mobile,Awesome phone
Nice product,Nice product over this price
The product is very good,I have been for past new now and its very good Custom very good and it memory management is done very well over of ram is free most of time even when used for high navigation on simultaneous use of multiple and i did not try out much but it will support most well
A good phone with and a good display,Works fine for me
Super awesome,Firstly I was to buy it from but took a chance got product so genuine no problem with since it to me am loving it I early delivery of the product Loving it
Best budget phone,I almost days before a mobile out of which I found this to be better at this budget first of all it good aesthetic look good user interface excellent resolution and the processor to quick connectivity than other ram is always free and sufficient internal memory battery and camera also well t heat much finally a best budget with awesome
Best one on my budget,Great work but video call not via direct
Good product,Good product
Good product,I like so much this letter
Excellent quality,Good this budget but not fast charging Time too long to hour charging time Good phone quality
One of the best mobile in this segment,I am this mobile since last days Its display sound and camera is good battery back up is superb at least after heavy use It s metallic and look its premium like apple But glossy it slippery in hand so hold it tightly I am very satisfied with its before this I was j and it s better than j
Its just wow,Go for it nothing to say
Amazing product,Amazing offer and fast delivery thanks to Awesome product with low price Great performance and value for money Build quality display ram management fingerprint and sensor everything perfect No with with g and But camera and needs some developer attention Some in the which needs to be corrected Overall it s a amazing product In price segment
Fully satisfied,This product fully satisfied me I get what i
Very good mobile,Nice built and fast charging
PERFECT,GREAT PRODUCT SELLER FAST N NEAT SHIPPING KUDOS
awesome colour premium look,very good premium rose gold colour
Quality product with affordable cost,Good display perfect camera and worth to purchase in this cost
good seller,Very nice product very good thanks for
Nice very good looking for but only,A is very good performance
Amazing phone,Go and buy this what a phone this is Front camera so awesome rear also fine Phone sexy look So smooth I love this best phone Love u
The best mobile at the best Price,I M G since last but I think this mobile is far better than Speed camera quality better life all are good
Product,does not support audio jack and it does not support Limited storage We can go for Mi NOTE good battery backup and also audio jack
Good build quality phone I like it thank you,battery is not enough for heavy usage of phone overall the more faster than red mi note
Best mobile,Best mobile in this range Superb performance with great look Camera needs some but good then Personally Go for it without any in ur mind
Its a,It is best phone in its segment Camera is little bit poor But works well after Perfect it works well enough are awesome Hardware is Brilliant Fast finger print scanner I cut star due to camera other wise it is a all rounder and under budget phone
Great phone at great price,Simply the best buy at this price range
,I would recommend this product to prospective as I have found after extensive research that this best value for money in of reliability quality and extremely loaded
Awesome Superb,
Paisa deal,You will love the look and performance of this phone forever and ever
,Amazing service by and Absolute stunner nice camera cool audio work smoothly Awesome
nazir,Good phone
thank u,Crisp display super fast processor amazing compatible battery could been better really a
Good best buy,Product is good but complaint about that they send me wrong invoice of product so please it is request to that correct my invoice
,phone is good if compare with price also comfort
Nice product,But I think the left speaker t work
Camera could be better Battery is average,Good phone
nice product,Its Good product and very nice rose gold color
Good At Device and Offer,Very good offer at the time of purchase and good customer service Keep Improve the fast delivery It will helpful a lot Delivery wise I m not happy with other not this one
x,Value for money
Worth and perfect mobile Camera quality and this phone coming with new version works smart,Thanks for on time delivery I m very satisfied and my dream about this phone is now No lagging and works so fast mainly the hardware part of this phone is really good This phone comes with remote control option sensor with this budget it works awesome Design of the phone is so amazing rose gold Finally this is the best budget phone of this year
Ultimate Phone In this Price Range,Everything is there in this phone Complete package of and advanced device with such a price range Awesome remote control and camera cable support is also too good Amazing speed and ultra precise finger print scanner Highly recommendable phone
Not too good,Not too gud
Amazing phone,I m with this phone its great phone with awesome there is no any heating or display sound issue
Best shopping site,Thanks to team
A beast in palm,Really a beast in hand Snapdragon is awesome with a Really awesome and thanks for fast one day delivery from
Stunning device,First of all delivery was very instant It was as As far as phone is concerned The phone is very elegant and works very efficiently without any Both rear and front camera are of good quality So it s worth it
Best phone in this budget,This phone is value for money Good camera ready works without any issue better ram management Excellent for nova asphalt modern combat without any lag Update phone to version for previous bug Performance is better than note I would recommend this phone for who want budget phone
